person_id,transcript
91868,"all spoke at once, she found it very hard indeed to make out exactly
"
13922,"and added with a kind of sob, ‘I’ve tried every way, and nothing seems
"
60707,"wondering very much what would happen next.
"
44965,"‘When I’M a Duchess,’ she said to herself, (not in a very hopeful tone
"
60884,"
"
17439,"pocket, and was looking at it uneasily, shaking it every now and then,
"
75696,"almost certain to disagree with you, sooner or later.
"
34026,"inquisitively, and seemed to her to wink with one of its little eyes,
"
57615,"‘That is not said right,’ said the Caterpillar.
"
70931,"back to the table, half hoping she might find another key on it, or at
"
68714,"‘--likely to win, that it’s hardly worth while finishing the game.’
"
94507,"things happening. While she was looking at the place where it had been,
"
23873,"
"
21046,"Alice considered a little, and then said ‘The fourth.’
"
90536,"       law: I will
"
92078,"
"
66901,"the place of the March Hare. The Hatter was the only one who got any
"
53396,"confusing it is all the things being alive; for instance, there’s the
"
69064,"       would be
"
41321,"
"
87508,"
"
20009,"speaking to it,’ she thought, ‘till its ears have come, or at least one
"
31753,"things to happen, that it seemed quite dull and stupid for life to go on
"
76804,"
"
96376,"number of executions the Queen had ordered.
"
49455,"She drew her foot as far down the chimney as she could, and waited
"
59960,"invitation for the Duchess to play croquet.’
"
58376,"
"
99595,"
"
43685,"told me he was going a journey, I should say “With what porpoise?”’
"
17800,"‘Come, my head’s free at last!’ said Alice in a tone of delight, which
"
69514,"way?’, holding her hand on the top of her head to feel which way it was
"
82809,"
"
20118,"
"
11211,"but her voice sounded hoarse and strange, and the words did not come the
"
55474,"‘Why,’ said the Dodo, ‘the best way to explain it is to do it.’ (And, as
"
86080,"
"
30615," They are waiting on the shingle--will you come and join the dance?
"
96173,"   ‘The Queen of Hearts, she made some tarts,
"
11162,"us all about it!’
"
96692,"had kept a piece of it in her pocket) till she was about a foot high:
"
42285,"   ‘Beautiful Soup, so rich and green,
"
66443,"Here was another puzzling question; and as Alice could not think of any
"
76405,"after it: ‘I never was so ordered about in all my life, never!’
"
32781,"‘Yes,’ said Alice, ‘I’ve often seen them at dinn--’ she checked herself
"
53444,"‘--or next day, maybe,’ the Footman continued in the same tone, exactly
"
68155,"
"
10309,"
"
68256,"children she knew, who might do very well as pigs, and was just saying
"
35852,"resting in the shade: however, the moment they saw her, they hurried
"
48098,"‘Off with her head!’ the Queen shouted at the top of her voice. Nobody
"
85098,"
"
51707,"(the position in which you usually see Shakespeare, in the pictures
"
74985,"
"
20351,"
"
77379,"
"
78660,"‘Of course,’ the Dodo replied very gravely. ‘What else have you got in
"
83920,"
"
67771,"not look at all comfortable, and it was certainly not becoming.
"
69377,"like them raw.’
"
62070,"  When the pie was all finished, the Owl, as a boon,
"
24328,"
"
79401,"into the garden at once; but, alas for poor Alice! when she got to the
"
35438,"said the Gryphon: and it set to work shaking him and punching him in
"
71047,"desperate that she was ready to ask help of any one; so, when the Rabbit
"
21628,"
"
52821,"hand again, and made another snatch in the air. This time there were
"
58177,"Alice, who felt ready to sink into the earth. At last the Gryphon said
"
94768,"in front of them, with her arms folded, frowning like a thunderstorm.
"
39245,"The next thing was to eat the comfits: this caused some noise and
"
67519,"
"
44769,"just succeeded in curving it down into a graceful zigzag, and was going
"
37434,"arch I’ve got to go through next walking about at the other end of the
"
37984,"‘Ah, well! It means much the same thing,’ said the Duchess, digging her
"
67345,"    And beat him when he sneezes:
"
99650,"all talking together: she made out the words: ‘Where’s the other
"
49640,"Everybody looked at Alice.
"
24153,"   ‘In my youth,’ said his father, ‘I took to the law,
"
36886,"
"
11368,"
"
72442,"short remarks, and she drew herself up and said, very gravely, ‘I think,
"
25478,"Alice a little timidly: ‘but it’s no use going back to yesterday,
"
70052,"‘I can’t explain MYSELF, I’m afraid, sir’ said Alice, ‘because I’m not
"
27659,"state of mind, she turned away.
"
28778,"on the table. ‘Nothing can be clearer than THAT. Then again--“BEFORE SHE
"
69611,"
"
36244,"begun asking riddles.--I believe I can guess that,’ she added aloud.
"
59374,"conclusion that it was a very difficult game indeed.
"
92572,"
"
50360,"
"
60553,"
"
84428,"Forty-two. ALL PERSONS MORE THAN A MILE HIGH TO LEAVE THE COURT.’
"
33478,"about the reason and all that,’ he said to the Gryphon.
"
70526,"
"
48438,"to her lips. ‘I know SOMETHING interesting is sure to happen,’ she said
"
21601,"‘I should like it very much,’ said Alice, ‘but I haven’t been invited
"
77639,"gardeners instantly jumped up, and began bowing to the King, the Queen,
"
17921,"‘What for?’ said the one who had spoken first.
"
66646,"
"
58377,"
"
42546,"on, as she heard the Queen’s voice in the distance, screaming with
"
67007,"‘Of course you don’t!’ the Hatter said, tossing his head contemptuously.
"
69935,"
"
73965,"cats: nasty, low, vulgar things! Don’t let me hear the name again!’
"
69051,"birds and beasts, as well as the whole pack of cards: the Knave was
"
48684,"
"
30190,"are; secondly, because they’re making such a noise inside, no one could
"
76535,"Alice noticed with some surprise that the pebbles were all turning into
"
19336,"your Majesty?’ he asked.
"
27406,"‘Very true,’ said the Duchess: ‘flamingoes and mustard both bite. And
"
69745,"Now, if you only kept on good terms with him, he’d do almost anything
"
56681,"Knave of Hearts, who only bowed and smiled in reply.
"
31519,"    [later editions continued as follows
"
17976,"the Conqueror, whose cause was favoured by the pope, was soon submitted
"
61786,"
"
99171,"‘Shan’t,’ said the cook.
"
47515,"‘That’s none of YOUR business, Two!’ said Seven.
"
67720,"
"
77787,"hurry, muttering to himself as he came, ‘Oh! the Duchess, the Duchess!
"
89301,"‘Soles and eels, of course,’ the Gryphon replied rather impatiently:
"
85166,"
"
38308,"sudden change, but very glad to find herself still in existence; ‘and
"
25615,"when I learn music.’
"
11447,"
"
15921,"
"
12030,"
"
82317,"
"
63915,"Alice started to her feet, for it flashed across her mind that she had
"
97096,"
"
17116,"
"
22070,"‘Who’s making personal remarks now?’ the Hatter asked triumphantly.
"
24255,"‘Come on!’ cried the Gryphon, and, taking Alice by the hand, it hurried
"
49360,"Alice started to her feet, for it flashed across her mind that she had
"
34993,"the m--’
"
98898,"grow shorter.’
"
71354,"a pleased tone.
"
79231,"
"
77343,"‘Ah! that accounts for it,’ said the Hatter. ‘He won’t stand beating.
"
79383,"quite a conversation of it altogether; but after a few minutes she heard
"
56820,"home! Why, I wouldn’t say anything about it, even if I fell off the top
"
59448,"the Mouse’s tail; ‘but why do you call it sad?’ And she kept on puzzling
"
13818,"time,’ she said, ‘than waste it in asking riddles that have no answers.’
"
81194,"them bitter--and--and barley-sugar and such things that make children
"
86305,"
"
22576,"   Game, or any other dish?
"
13859,"
"
31188,"‘But, it goes on “THEY ALL RETURNED FROM HIM TO YOU,”’ said Alice.
"
13273,"
"
53359,"‘He must have imitated somebody else’s hand,’ said the King. (The jury
"
83901,"   And the muscular strength, which it gave to my jaw,
"
29011,"     “Up above the world you fly,
"
17378,"she set to work very carefully, nibbling first at one and then at the
"
60846,"
"
45554,"but her voice sounded hoarse and strange, and the words did not come the
"
48974,"‘It wasn’t very civil of you to sit down without being invited,’ said
"
44225,"
"
68727,"
"
76260,"bread-and-butter getting so thin--and the twinkling of the tea--’
"
18265,"“What for?”’
"
50719,"go down the chimney!’
"
42850,"telescope.’
"
30701,"Presently she began again. ‘I wonder if I shall fall right THROUGH the
"
98771,"voice, ‘Why the fact is, you see, Miss, this here ought to have been a
"
53847,"Alice looked down at them, and considered a little before she gave her
"
82301,"
"
45179,"             Said
"
10193,"
"
23014,"she passed; it was labelled ‘ORANGE MARMALADE’, but to her great
"
34621,"‘How do you like the Queen?’ said the Cat in a low voice.
"
19608,"‘You might just as well say,’ added the March Hare, ‘that “I like what I
"
39053,"shouldn’t be hungry for it, you know.’
"
26221,"hint to Time, and round goes the clock in a twinkling! Half-past one,
"
60192,"to the company generally, ‘You are all pardoned.’ ‘Come, THAT’S a good
"
61595," ‘“Will you walk a little faster?” said a whiting to a snail.
"
91104,"are; secondly, because they’re making such a noise inside, no one could
"
53737,"should like to hear her try and repeat something now. Tell her to
"
71946,"There was a table set out under a tree in front of the house, and the
"
92343,"about two feet high, and was going on shrinking rapidly: she soon found
"
19660,"‘And who are THESE?’ said the Queen, pointing to the three gardeners who
"
48875,"answered ‘Come on!’ and ran the faster, while more and more faintly
"
10095,"
"
18094,"
"
73404,"
"
62803,"for the next moment a shower of little pebbles came rattling in at the
"
89237,"CHAPTER X. The Lobster Quadrille
"
26088,"      Improve his shining tail,
"
13772,"‘But who is to give the prizes?’ quite a chorus of voices asked.
"
11424,"‘Oh, a song, please, if the Mock Turtle would be so kind,’ Alice
"
52019,"is, you know. Please, Ma’am, is this New Zealand or Australia?’ (and
"
91629,"         Twinkle, twinkle--“’
"
29349,"way, ‘Prizes! Prizes!’
"
90833,"the flowers and the blades of grass, but she did not see anything that
"
24647,"
"
47470,"
"
91846,"
"
33225,"presented the thimble, saying ‘We beg your acceptance of this elegant
"
49007,"
"
51512,"would, in the after-time, be herself a grown woman; and how she would
"
11856,"
"
51548,"‘Oh, a song, please, if the Mock Turtle would be so kind,’ Alice
"
